transaction_id,account_id,transaction_type,amount,transaction_date
TRX0001343,ACC0002113,Deposit,16207.85,2023-02-28
TRX0001344,ACC0000635,Deposit,27975.5,2020-04-02
TRX0001345,ACC0002706,Deposit,5892.96,2024-09-08
TRX0001346,ACC0000970,Deposit,6499.27,2022-04-03
TRX0001347,ACC0002780,Payment,43475.82,2022-07-28
TRX0001348,ACC0002175,Payment,25588.57,2022-10-04
TRX0001349,ACC0001838,Deposit,5936.64,2024-04-07
TRX0001350,ACC0002071,Transfer,39655.91,2023-05-02
TRX0001351,ACC0002090,Transfer,34096.24,2022-06-19
TRX0001352,ACC0001922,Deposit,14130.98,2019-10-29
TRX0001353,ACC0001989,Transfer,4303.29,2023-09-10
TRX0001354,ACC0000103,Withdrawal,3102.2,2024-07-08
TRX0001355,ACC0002574,Transfer,34379.37,2023-08-03
TRX0001356,ACC0001449,Withdrawal,39011.78,2020-02-15
TRX0001357,ACC0002312,Transfer,12599.39,2024-07-17
TRX0001358,ACC0000431,Deposit,11131.52,2022-01-25
TRX0001359,ACC0002928,Transfer,39401.87,2022-01-27
TRX0001360,ACC0000497,Withdrawal,19474.84,2018-06-16
TRX0001361,ACC0001446,Transfer,5850.25,2020-09-28
TRX0001362,ACC0001831,Withdrawal,26231.02,2023-02-08
TRX0001363,ACC0001586,Transfer,6813.71,2018-07-21
TRX0001364,ACC0001133,Payment,47871.0,2020-06-08
TRX0001365,ACC0000770,Payment,6247.61,2022-07-10
TRX0001366,ACC0001000,Withdrawal,43236.21,2024-09-04
TRX0001367,ACC0001551,Payment,43598.39,2022-12-22
TRX0001368,ACC0001724,Transfer,2119.74,2024-11-24
TRX0001369,ACC0000387,Deposit,24402.19,2018-08-26
TRX0001370,ACC0001659,Withdrawal,27039.27,2018-08-13
TRX0001371,ACC0000914,Payment,23915.82,2022-11-11
TRX0001372,ACC0000921,Withdrawal,23449.11,2022-12-31
TRX0001373,ACC0002480,Payment,20.32,2019-01-06
TRX0001374,ACC0000525,Withdrawal,36537.25,2021-05-17
TRX0001375,ACC0001402,Payment,46142.63,2019-07-18
TRX0001376,ACC0000382,Payment,2058.85,2022-10-17
TRX0001377,ACC0002453,Deposit,33400.09,2021-07-20
TRX0001378,ACC0000204,Withdrawal,15286.05,2022-06-28
TRX0001379,ACC0002524,Deposit,7702.46,2019-04-27
TRX0001380,ACC0000215,Withdrawal,31730.77,2019-09-20
TRX0001381,ACC0000010,Withdrawal,20712.25,2019-11-06
TRX0001382,ACC0001468,Payment,2649.71,2019-04-23
TRX0001383,ACC0000840,Payment,6841.62,2022-03-20
TRX0001384,ACC0002026,Payment,39724.79,2022-12-29
TRX0001385,ACC0002690,Payment,48001.09,2018-01-25
TRX0001386,ACC0001170,Transfer,49843.04,2022-04-05
TRX0001387,ACC0000007,Transfer,19281.9,2019-04-05
TRX0001388,ACC0000809,Transfer,7295.43,2021-07-22
TRX0001389,ACC0001832,Withdrawal,42790.99,2022-12-19
TRX0001390,ACC0002850,Payment,29250.37,2022-08-13
TRX0001391,ACC0000213,Transfer,8588.94,2024-11-23
TRX0001392,ACC0001224,Withdrawal,48723.99,2022-01-03
TRX0001393,ACC0002820,Payment,47219.54,2021-08-27
TRX0001394,ACC0000339,Transfer,44099.61,2022-09-17
TRX0001395,ACC0002661,Withdrawal,42607.65,2021-08-25
TRX0001396,ACC0000241,Withdrawal,9971.12,2022-01-15
TRX0001397,ACC0001741,Withdrawal,5876.12,2021-10-08
TRX0001398,ACC0000735,Deposit,36356.49,2020-11-30
TRX0001399,ACC0001125,Withdrawal,11902.37,2018-07-02
TRX0001400,ACC0002102,Transfer,44049.2,2019-11-07
TRX0001401,ACC0000398,Withdrawal,28694.36,2021-12-18
TRX0001402,ACC0000974,Payment,7616.57,2023-09-08
TRX0001403,ACC0000186,Deposit,9324.8,2020-06-09
TRX0001404,ACC0001176,Transfer,24640.43,2022-12-26
TRX0001405,ACC0001819,Payment,49523.34,2020-10-11
TRX0001406,ACC0001645,Withdrawal,11223.18,2024-07-01
TRX0001407,ACC0002428,Deposit,11751.62,2021-02-28
TRX0001408,ACC0002167,Withdrawal,49648.72,2022-10-02
TRX0001409,ACC0001048,Withdrawal,8529.18,2020-02-02
TRX0001410,ACC0002311,Transfer,37624.17,2023-01-24
TRX0001411,ACC0000160,Deposit,8037.36,2021-02-15
TRX0001412,ACC0001411,Deposit,24620.47,2022-10-04
TRX0001413,ACC0000399,Payment,43855.81,2018-01-19
TRX0001414,ACC0001564,Payment,11760.39,2019-08-14
TRX0001415,ACC0000487,Withdrawal,3953.45,2023-06-12
TRX0001416,ACC0001477,Transfer,35049.71,2020-08-29
TRX0001417,ACC0000003,Withdrawal,28597.78,2019-01-21
TRX0001418,ACC0001352,Transfer,41081.01,2024-04-14
TRX0001419,ACC0001896,Deposit,29773.4,2024-09-19
TRX0001420,ACC0000009,Withdrawal,44006.12,2019-10-01
TRX0001421,ACC0002307,Deposit,33047.96,2023-02-21
TRX0001422,ACC0001254,Withdrawal,36816.68,2019-01-10
TRX0001423,ACC0002050,Withdrawal,42449.72,2022-10-01
TRX0001424,ACC0000187,Payment,19200.94,2018-08-19
TRX0001425,ACC0002657,Withdrawal,47578.07,2024-06-10
TRX0001426,ACC0001989,Deposit,29826.83,2022-10-19
TRX0001427,ACC0000311,Payment,32939.3,2024-10-27
TRX0001428,ACC0001135,Payment,46102.22,2022-10-02
TRX0001429,ACC0000955,Withdrawal,30837.13,2018-09-20
TRX0001430,ACC0001111,Withdrawal,45399.64,2020-11-14
TRX0001431,ACC0000439,Withdrawal,3975.82,2022-05-07
TRX0001432,ACC0000154,Deposit,6660.89,2021-09-24
TRX0001433,ACC0000650,Withdrawal,38300.95,2024-07-16
TRX0001434,ACC0002563,Deposit,40255.3,2024-10-03
TRX0001435,ACC0001686,Deposit,25045.0,2022-08-16
TRX0001436,ACC0000302,Deposit,16438.9,2019-08-04
TRX0001437,ACC0002669,Transfer,11625.18,2023-11-28
TRX0001438,ACC0001813,Payment,27667.17,2023-01-10
TRX0001439,ACC0001299,Withdrawal,6227.29,2019-04-13
TRX0001440,ACC0000080,Transfer,6887.8,2024-12-07
TRX0001441,ACC0001654,Transfer,11595.82,2024-09-30
TRX0001442,ACC0001971,Payment,32701.72,2018-08-06
TRX0001443,ACC0002359,Withdrawal,6845.6,2022-07-31
TRX0001444,ACC0001242,Deposit,41641.57,2020-01-06
TRX0001445,ACC0002596,Withdrawal,11190.25,2020-08-23
TRX0001446,ACC0001649,Transfer,10832.52,2019-08-04
TRX0001447,ACC0002697,Withdrawal,4205.4,2020-12-27
TRX0001448,ACC0000305,Payment,18604.73,2020-04-12
TRX0001449,ACC0002239,Deposit,40960.06,2022-06-07
TRX0001450,ACC0000322,Withdrawal,18654.66,2019-01-09
TRX0001451,ACC0001660,Deposit,1012.44,2024-09-11
TRX0001452,ACC0000133,Payment,15101.38,2019-08-16
TRX0001453,ACC0002418,Withdrawal,19978.09,2020-06-19
TRX0001454,ACC0002559,Transfer,28893.81,2022-07-31
TRX0001455,ACC0001059,Withdrawal,28657.64,2022-11-14
TRX0001456,ACC0001916,Transfer,12900.39,2021-07-16
TRX0001457,ACC0000500,Withdrawal,6703.32,2022-02-10
TRX0001458,ACC0002608,Deposit,16891.19,2020-01-10
TRX0001459,ACC0001798,Transfer,31950.36,2023-05-27
TRX0001460,ACC0000281,Transfer,10811.0,2020-07-06
TRX0001461,ACC0002979,Transfer,34544.51,2021-11-05
TRX0001462,ACC0000629,Payment,5463.03,2023-07-05
TRX0001463,ACC0001958,Deposit,26569.87,2022-02-09
TRX0001464,ACC0002432,Payment,41000.12,2022-05-25
TRX0001465,ACC0000653,Withdrawal,10420.24,2022-08-15
TRX0001466,ACC0000171,Payment,6374.05,2020-03-10
TRX0001467,ACC0001829,Payment,29757.12,2023-08-31
TRX0001468,ACC0001214,Payment,12417.07,2024-09-14
TRX0001469,ACC0000096,Transfer,1671.49,2018-12-31
TRX0001470,ACC0001302,Payment,26043.93,2024-10-28
TRX0001471,ACC0000081,Payment,42259.25,2024-12-16
TRX0001472,ACC0000572,Withdrawal,32451.32,2022-08-12
TRX0001473,ACC0002739,Withdrawal,25252.91,2023-12-18
TRX0001474,ACC0001635,Transfer,25129.02,2020-06-02
TRX0001475,ACC0002852,Deposit,47285.97,2024-10-20
TRX0001476,ACC0000850,Transfer,11000.16,2018-02-02
TRX0001477,ACC0002993,Payment,804.83,2019-01-26
TRX0001478,ACC0000371,Withdrawal,11105.69,2023-01-23
TRX0001479,ACC0002456,Transfer,15918.61,2022-06-23
TRX0001480,ACC0002965,Payment,10924.36,2020-09-05
TRX0001481,ACC0002119,Withdrawal,31608.53,2023-08-11
TRX0001482,ACC0000205,Payment,11800.41,2018-02-09
TRX0001483,ACC0002754,Transfer,42258.51,2023-04-17
TRX0001484,ACC0001712,Withdrawal,16817.37,2020-07-19
TRX0001485,ACC0002197,Transfer,11408.67,2021-02-28
TRX0001486,ACC0001699,Deposit,35186.97,2023-11-20
TRX0001487,ACC0002310,Deposit,42277.89,2018-12-23
TRX0001488,ACC0000964,Deposit,45983.27,2019-05-10
TRX0001489,ACC0002251,Deposit,26638.61,2022-05-15
TRX0001490,ACC0000774,Deposit,41215.52,2022-12-16
TRX0001491,ACC0000107,Deposit,40009.19,2018-01-30
TRX0001492,ACC0001865,Deposit,9580.4,2022-05-23
TRX0001493,ACC0000527,Deposit,14464.5,2022-11-16
TRX0001494,ACC0001893,Deposit,16810.51,2018-11-29
TRX0001495,ACC0001125,Deposit,11920.9,2021-10-10
TRX0001496,ACC0002939,Deposit,46700.15,2023-09-19
TRX0001497,ACC0000276,Deposit,49936.49,2020-08-01
TRX0001498,ACC0001155,Transfer,13696.88,2023-09-25
TRX0001499,ACC0002445,Withdrawal,37205.95,2021-01-21
TRX0001500,ACC0002631,Deposit,15124.18,2022-03-24
TRX0001501,ACC0000009,Transfer,37032.26,2019-04-24
TRX0001502,ACC0002793,Deposit,23532.3,2022-11-05
TRX0001503,ACC0000417,Deposit,34047.7,2024-08-12
TRX0001504,ACC0000611,Payment,40496.83,2023-06-30
TRX0001505,ACC0002869,Deposit,25142.29,2024-06-01
TRX0001506,ACC0001927,Deposit,30082.18,2018-03-24
TRX0001507,ACC0001795,Deposit,47695.25,2021-04-08
TRX0001508,ACC0001000,Withdrawal,7709.99,2019-08-21
TRX0001509,ACC0002202,Deposit,38307.28,2024-04-17
TRX0001510,ACC0002028,Withdrawal,37731.26,2018-11-15
TRX0001511,ACC0002812,Deposit,8012.07,2023-11-25
TRX0001512,ACC0002999,Transfer,8199.44,2024-03-03
TRX0001513,ACC0001263,Deposit,44607.27,2018-05-08
TRX0001514,ACC0000450,Deposit,39242.01,2023-02-15
TRX0001515,ACC0000029,Deposit,19525.12,2023-05-25
TRX0001516,ACC0001345,Transfer,26908.12,2023-01-26
TRX0001517,ACC0002685,Payment,9976.94,2022-06-25
TRX0001518,ACC0002401,Deposit,39444.63,2024-12-05
TRX0001519,ACC0001679,Transfer,42424.02,2018-12-11
TRX0001520,ACC0001242,Transfer,41127.02,2024-02-03
TRX0001521,ACC0000566,Deposit,49126.27,2019-06-09
TRX0001522,ACC0000027,Withdrawal,10155.17,2021-03-18
TRX0001523,ACC0002541,Deposit,7672.64,2020-07-25
TRX0001524,ACC0002243,Payment,46154.24,2019-02-05
TRX0001525,ACC0001558,Deposit,17432.55,2020-05-25
TRX0001526,ACC0001651,Withdrawal,44516.48,2021-08-26
TRX0001527,ACC0000759,Transfer,10217.7,2020-05-06
TRX0001528,ACC0000602,Transfer,37047.59,2022-01-27
TRX0001529,ACC0000326,Transfer,39439.95,2023-06-24
TRX0001530,ACC0000035,Withdrawal,2912.37,2022-03-01
TRX0001531,ACC0001250,Transfer,13695.68,2018-03-02
TRX0001532,ACC0001416,Withdrawal,49943.49,2019-09-27
TRX0001533,ACC0001430,Deposit,45260.15,2021-10-08
TRX0001534,ACC0002716,Transfer,13495.39,2018-11-14
TRX0001535,ACC0001286,Payment,24793.15,2020-10-10
TRX0001536,ACC0001938,Payment,9804.4,2022-01-10
TRX0001537,ACC0000711,Transfer,41120.41,2024-06-16
TRX0001538,ACC0000300,Payment,11694.13,2021-03-21
TRX0001539,ACC0002732,Transfer,14932.84,2022-01-12
TRX0001540,ACC0001062,Withdrawal,3095.31,2021-10-13
TRX0001541,ACC0002706,Transfer,798.7,2024-10-24
TRX0001542,ACC0000750,Payment,31562.71,2023-09-28
TRX0001543,ACC0000950,Deposit,26262.01,2021-02-12
TRX0001544,ACC0000768,Transfer,32036.46,2024-02-23
TRX0001545,ACC0002027,Withdrawal,41798.57,2019-12-24
TRX0001546,ACC0002273,Payment,41644.81,2021-07-06
TRX0001547,ACC0001603,Withdrawal,19075.34,2019-10-29
TRX0001548,ACC0001771,Withdrawal,10352.87,2019-08-30
TRX0001549,ACC0001484,Payment,49824.95,2019-05-29
TRX0001550,ACC0000731,Deposit,15988.1,2021-03-19
TRX0001551,ACC0001581,Withdrawal,34959.31,2020-04-20
TRX0001552,ACC0001501,Deposit,16809.65,2020-06-13
TRX0001553,ACC0000392,Transfer,24735.17,2024-01-25
TRX0001554,ACC0000707,Payment,34545.81,2018-12-12
TRX0001555,ACC0002246,Transfer,18119.58,2019-03-30
TRX0001556,ACC0001590,Transfer,48729.88,2018-01-06
TRX0001557,ACC0001424,Deposit,19935.33,2023-09-18
TRX0001558,ACC0000408,Deposit,40348.52,2021-04-29
TRX0001559,ACC0001830,Withdrawal,27864.19,2020-08-30
TRX0001560,ACC0000886,Transfer,6576.73,2018-04-08
TRX0001561,ACC0002890,Deposit,42824.07,2019-04-12
TRX0001562,ACC0001042,Deposit,24668.48,2020-08-28
TRX0001563,ACC0001041,Withdrawal,31274.28,2021-06-24
TRX0001564,ACC0002005,Deposit,26548.46,2022-09-12
TRX0001565,ACC0000661,Deposit,16849.39,2023-10-09
TRX0001566,ACC0002394,Withdrawal,31648.4,2019-10-03
TRX0001567,ACC0002018,Withdrawal,37315.04,2021-09-08
TRX0001568,ACC0000765,Payment,10156.5,2020-05-21
TRX0001569,ACC0001735,Deposit,39672.59,2022-08-22
TRX0001570,ACC0002581,Deposit,48322.84,2018-05-25
TRX0001571,ACC0001681,Withdrawal,5367.11,2023-02-15
TRX0001572,ACC0002421,Transfer,1248.21,2024-09-25
TRX0001573,ACC0000677,Transfer,38664.71,2022-09-08
TRX0001574,ACC0001008,Payment,2693.79,2018-09-01
TRX0001575,ACC0002984,Payment,39459.35,2023-03-23
TRX0001576,ACC0002980,Payment,42755.07,2023-12-02
TRX0001577,ACC0002089,Withdrawal,26500.93,2022-01-04
TRX0001578,ACC0000104,Withdrawal,2412.14,2021-02-28
TRX0001579,ACC0000614,Withdrawal,32659.55,2018-07-18
TRX0001580,ACC0002847,Payment,40539.41,2022-12-30
TRX0001581,ACC0002522,Withdrawal,39799.19,2023-02-13
TRX0001582,ACC0001197,Deposit,43972.65,2019-02-02
TRX0001583,ACC0002973,Withdrawal,39831.13,2022-02-24
TRX0001584,ACC0002198,Transfer,33215.52,2024-08-23
TRX0001585,ACC0002001,Payment,37372.53,2021-01-03
TRX0001586,ACC0002801,Deposit,44444.63,2022-07-30
TRX0001587,ACC0000693,Payment,32228.85,2020-05-12
TRX0001588,ACC0002507,Withdrawal,42157.04,2024-08-14
TRX0001589,ACC0000582,Transfer,23434.19,2018-07-17
TRX0001590,ACC0001689,Payment,2403.85,2020-08-08
TRX0001591,ACC0000723,Payment,5429.42,2021-12-23
TRX0001592,ACC0002921,Payment,27060.88,2022-11-07
TRX0001593,ACC0000918,Payment,9959.34,2019-05-18
TRX0001594,ACC0001938,Payment,27267.74,2023-07-09
TRX0001595,ACC0000615,Payment,16532.34,2018-04-17
TRX0001596,ACC0000305,Transfer,36046.99,2020-07-26
TRX0001597,ACC0000411,Transfer,1267.61,2023-04-15
TRX0001598,ACC0001289,Withdrawal,9612.72,2024-03-26
TRX0001599,ACC0002843,Withdrawal,49400.84,2020-06-05
TRX0001600,ACC0002554,Payment,1468.07,2024-04-04
TRX0001601,ACC0001045,Transfer,31827.13,2023-10-01
TRX0001602,ACC0002432,Transfer,15387.33,2020-04-16
TRX0001603,ACC0000627,Payment,28749.59,2022-05-24
TRX0001604,ACC0002650,Payment,43470.69,2022-09-29
TRX0001605,ACC0000344,Payment,9330.8,2020-10-28
TRX0001606,ACC0000277,Withdrawal,33084.69,2022-12-25
TRX0001607,ACC0000725,Transfer,34384.57,2020-07-09
TRX0001608,ACC0002892,Deposit,15717.41,2020-10-12
TRX0001609,ACC0001935,Withdrawal,38700.75,2022-08-05
TRX0001610,ACC0001516,Payment,36002.85,2019-03-09
TRX0001611,ACC0002285,Payment,16797.73,2023-10-19
TRX0001612,ACC0002519,Payment,22991.15,2019-08-26
TRX0001613,ACC0001719,Payment,18157.33,2018-11-18
TRX0001614,ACC0002820,Withdrawal,34599.42,2020-05-08
TRX0001615,ACC0000491,Deposit,36061.44,2023-02-23
TRX0001616,ACC0002234,Payment,29190.17,2023-01-10
TRX0001617,ACC0001600,Transfer,14311.92,2021-10-10
TRX0001618,ACC0000704,Transfer,28651.33,2021-01-21
TRX0001619,ACC0001326,Deposit,8604.7,2019-12-15
TRX0001620,ACC0000608,Transfer,43781.36,2023-03-26
TRX0001621,ACC0001826,Deposit,2976.23,2018-11-21
TRX0001622,ACC0000984,Deposit,25494.48,2020-07-15
TRX0001623,ACC0000702,Deposit,10843.1,2021-10-29
TRX0001624,ACC0001095,Withdrawal,1124.02,2020-02-29
TRX0001625,ACC0001412,Payment,35166.52,2024-06-30
TRX0001626,ACC0000292,Deposit,36901.88,2020-10-17
TRX0001627,ACC0002982,Transfer,32369.38,2023-09-18
TRX0001628,ACC0000749,Deposit,41229.03,2021-09-14
TRX0001629,ACC0002326,Withdrawal,13423.3,2021-09-21
TRX0001630,ACC0002124,Deposit,48802.12,2024-10-16
TRX0001631,ACC0001484,Transfer,26147.55,2019-11-15
TRX0001632,ACC0002935,Withdrawal,32029.13,2020-08-08
TRX0001633,ACC0001341,Withdrawal,9037.68,2024-08-30
TRX0001634,ACC0002686,Deposit,15830.85,2021-11-22
TRX0001635,ACC0002927,Transfer,40814.07,2019-11-12
TRX0001636,ACC0001027,Payment,12086.71,2020-09-19
TRX0001637,ACC0002563,Withdrawal,21784.32,2020-06-26
TRX0001638,ACC0001806,Payment,12327.78,2022-11-07
TRX0001639,ACC0000594,Deposit,48870.53,2022-12-14
TRX0001640,ACC0001266,Transfer,20369.27,2019-09-05
TRX0001641,ACC0001751,Withdrawal,1476.24,2023-03-16
TRX0001642,ACC0002114,Payment,10278.78,2022-11-06
TRX0001643,ACC0001109,Payment,759.29,2023-10-26
TRX0001644,ACC0001122,Payment,10642.67,2018-11-03
TRX0001645,ACC0001705,Withdrawal,2014.82,2018-08-01
TRX0001646,ACC0002392,Withdrawal,46257.59,2022-07-13
TRX0001647,ACC0001107,Withdrawal,39506.22,2022-03-22
TRX0001648,ACC0002534,Deposit,557.18,2023-03-14
TRX0001649,ACC0000823,Deposit,38599.37,2023-05-26
TRX0001650,ACC0001180,Withdrawal,39219.86,2020-07-19
TRX0001651,ACC0000244,Withdrawal,46536.75,2023-02-27
TRX0001652,ACC0002009,Deposit,34362.65,2019-09-16
TRX0001653,ACC0000549,Transfer,16631.85,2020-05-10
TRX0001654,ACC0002370,Transfer,28638.99,2024-12-17
TRX0001655,ACC0001294,Payment,29098.34,2021-07-02
TRX0001656,ACC0000690,Transfer,9579.15,2018-06-22
TRX0001657,ACC0000760,Withdrawal,22388.49,2020-02-06
TRX0001658,ACC0001108,Payment,31425.37,2021-10-21
TRX0001659,ACC0001800,Transfer,26563.4,2020-04-30
TRX0001660,ACC0002453,Deposit,20353.51,2019-08-20
TRX0001661,ACC0000505,Deposit,12519.34,2023-01-10
TRX0001662,ACC0002089,Deposit,4347.86,2019-07-15
TRX0001663,ACC0000878,Transfer,37612.99,2021-05-14
TRX0001664,ACC0001673,Deposit,14196.09,2018-05-27
TRX0001665,ACC0002561,Transfer,44433.16,2019-09-06
TRX0001666,ACC0001111,Transfer,900.55,2018-02-20
TRX0001667,ACC0001739,Transfer,12771.02,2024-01-03
TRX0001668,ACC0000673,Payment,47082.76,2023-02-21
TRX0001669,ACC0000763,Deposit,38881.9,2019-09-22
TRX0001670,ACC0000136,Transfer,22029.16,2022-03-23
TRX0001671,ACC0000947,Payment,2926.08,2018-05-14
TRX0001672,ACC0000282,Transfer,10596.93,2020-02-03
TRX0001673,ACC0000151,Transfer,35092.05,2020-09-07
TRX0001674,ACC0000123,Payment,9245.76,2019-08-26
TRX0001675,ACC0002516,Transfer,26154.36,2021-12-11
TRX0001676,ACC0001392,Withdrawal,30342.49,2023-01-06
TRX0001677,ACC0000035,Withdrawal,20386.68,2021-03-04
TRX0001678,ACC0002364,Transfer,48472.39,2022-09-01
TRX0001679,ACC0001499,Payment,13250.91,2023-04-22
TRX0001680,ACC0001999,Deposit,30589.95,2020-06-30
TRX0001681,ACC0001039,Transfer,43177.63,2022-10-28
TRX0001682,ACC0001936,Transfer,34223.65,2024-07-08
TRX0001683,ACC0001730,Withdrawal,12728.21,2022-08-14
TRX0001684,ACC0002875,Payment,5896.92,2018-03-20
TRX0001685,ACC0002701,Withdrawal,20763.54,2022-08-11
TRX0001686,ACC0002969,Transfer,15178.43,2020-10-28
TRX0001687,ACC0001780,Deposit,43294.28,2022-05-28
TRX0001688,ACC0002262,Deposit,11277.21,2022-07-15
TRX0001689,ACC0000256,Payment,18354.17,2019-01-25
TRX0001690,ACC0002819,Transfer,46003.74,2021-10-18
TRX0001691,ACC0002836,Payment,6477.62,2020-07-23
TRX0001692,ACC0000308,Transfer,39190.22,2024-09-23
TRX0001693,ACC0002520,Transfer,17610.69,2020-05-09
TRX0001694,ACC0002799,Payment,8561.94,2019-07-29
TRX0001695,ACC0001548,Deposit,41098.11,2020-11-02
TRX0001696,ACC0002620,Deposit,11368.67,2023-09-27
TRX0001697,ACC0000566,Deposit,4875.3,2021-01-02
TRX0001698,ACC0001194,Payment,32705.62,2024-06-24
TRX0001699,ACC0000474,Transfer,2871.01,2019-06-19
TRX0001700,ACC0000256,Payment,2725.88,2022-12-31
TRX0001701,ACC0002947,Payment,21661.06,2022-02-26
TRX0001702,ACC0000850,Payment,45864.79,2022-11-05
TRX0001703,ACC0001850,Deposit,40486.64,2018-11-25
TRX0001704,ACC0002142,Withdrawal,27262.9,2023-10-08
TRX0001705,ACC0002845,Deposit,36939.87,2020-09-03
TRX0001706,ACC0001494,Transfer,12826.64,2018-07-10
TRX0001707,ACC0002117,Transfer,35996.39,2023-09-29
TRX0001708,ACC0001570,Deposit,5792.26,2021-10-14
TRX0001709,ACC0002369,Transfer,34303.52,2020-08-30
TRX0001710,ACC0000324,Payment,23768.89,2020-11-21
TRX0001711,ACC0000766,Transfer,44715.99,2019-03-10
TRX0001712,ACC0002585,Transfer,2479.42,2021-08-15
TRX0001713,ACC0002152,Deposit,37823.81,2021-05-18
TRX0001714,ACC0000053,Payment,3576.69,2020-01-13
TRX0001715,ACC0002622,Payment,12654.16,2021-08-05
TRX0001716,ACC0001441,Deposit,28514.99,2023-11-13
TRX0001717,ACC0002025,Withdrawal,15897.68,2023-01-05
TRX0001718,ACC0002176,Withdrawal,25376.7,2018-02-27
TRX0001719,ACC0002281,Payment,47063.27,2019-03-29
TRX0001720,ACC0000158,Payment,17394.66,2021-02-26
TRX0001721,ACC0000028,Deposit,19635.2,2023-01-29
TRX0001722,ACC0002456,Withdrawal,44831.32,2018-02-14
TRX0001723,ACC0001147,Withdrawal,21528.1,2024-01-02
TRX0001724,ACC0002164,Transfer,27636.9,2024-10-30
TRX0001725,ACC0000211,Deposit,43501.47,2020-11-15
TRX0001726,ACC0001566,Withdrawal,34528.1,2024-01-05
TRX0001727,ACC0001838,Payment,1525.46,2020-09-07
TRX0001728,ACC0002593,Deposit,9654.79,2022-11-06
TRX0001729,ACC0002279,Transfer,43693.49,2024-06-19
TRX0001730,ACC0001845,Deposit,24027.6,2018-10-28
TRX0001731,ACC0001064,Transfer,39874.22,2021-06-28
TRX0001732,ACC0002400,Withdrawal,11066.0,2023-09-13
TRX0001733,ACC0002998,Payment,42705.31,2018-02-02
TRX0001734,ACC0001328,Transfer,22008.13,2018-08-13
TRX0001735,ACC0001769,Transfer,30932.36,2021-04-21
TRX0001736,ACC0002546,Transfer,15394.12,2020-09-19
TRX0001737,ACC0001229,Deposit,31102.1,2020-03-13
TRX0001738,ACC0002916,Deposit,44580.34,2020-07-18
TRX0001739,ACC0000916,Withdrawal,12016.89,2021-06-20
TRX0001740,ACC0001236,Deposit,14725.45,2024-06-02
TRX0001741,ACC0002577,Payment,46726.61,2018-06-15
TRX0001742,ACC0000597,Transfer,40283.63,2024-08-28
TRX0001743,ACC0002127,Deposit,47559.72,2023-05-11
TRX0001744,ACC0000908,Payment,4552.08,2021-09-22
TRX0001745,ACC0002624,Deposit,767.99,2020-08-03
TRX0001746,ACC0002993,Payment,12937.62,2020-11-17
TRX0001747,ACC0001229,Payment,24206.04,2019-07-04
TRX0001748,ACC0002172,Deposit,27181.99,2020-06-13
TRX0001749,ACC0002667,Payment,4100.03,2019-12-13
TRX0001750,ACC0001100,Payment,19048.18,2018-05-12
TRX0001751,ACC0002702,Transfer,44787.48,2019-12-29
TRX0001752,ACC0000216,Payment,25137.36,2024-10-22
TRX0001753,ACC0002555,Payment,1580.53,2021-02-19
TRX0001754,ACC0001346,Payment,1166.65,2020-11-09
TRX0001755,ACC0000061,Payment,5468.61,2023-12-24
TRX0001756,ACC0001504,Payment,3800.67,2023-11-21
TRX0001757,ACC0001879,Transfer,27826.49,2019-01-01
TRX0001758,ACC0000034,Payment,29486.12,2024-04-26
TRX0001759,ACC0001305,Transfer,20032.29,2024-06-02
TRX0001760,ACC0000482,Deposit,7637.07,2019-03-01
TRX0001761,ACC0001758,Deposit,40017.77,2020-05-08
TRX0001762,ACC0002505,Transfer,7975.98,2023-03-21
TRX0001763,ACC0001031,Payment,13033.24,2020-09-18
TRX0001764,ACC0001681,Transfer,18106.31,2023-12-21
TRX0001765,ACC0000042,Deposit,45217.19,2022-07-18
TRX0001766,ACC0002792,Transfer,45786.6,2018-03-23
TRX0001767,ACC0001494,Deposit,10092.27,2023-11-10
TRX0001768,ACC0002001,Deposit,11320.81,2022-06-15
TRX0001769,ACC0001272,Transfer,13208.31,2024-03-24
TRX0001770,ACC0000428,Withdrawal,13739.03,2020-09-13
TRX0001771,ACC0002911,Deposit,38466.03,2024-07-21
TRX0001772,ACC0000331,Withdrawal,47112.7,2021-02-07
TRX0001773,ACC0002476,Deposit,27725.76,2018-07-03
TRX0001774,ACC0001572,Payment,43756.21,2021-04-23
TRX0001775,ACC0001102,Deposit,42651.05,2019-02-09
TRX0001776,ACC0001160,Withdrawal,35886.16,2021-06-24
TRX0001777,ACC0002758,Withdrawal,14435.74,2024-12-19
TRX0001778,ACC0001207,Payment,9965.67,2022-03-21
TRX0001779,ACC0000869,Payment,2808.55,2022-10-22
TRX0001780,ACC0000658,Transfer,25073.4,2020-04-24
TRX0001781,ACC0001841,Withdrawal,30444.51,2018-10-07
TRX0001782,ACC0000172,Transfer,28314.84,2021-04-06
TRX0001783,ACC0002105,Payment,38708.62,2019-08-17
TRX0001784,ACC0001236,Transfer,42446.34,2019-08-02
TRX0001785,ACC0001339,Withdrawal,23289.93,2018-06-11
TRX0001786,ACC0000622,Transfer,6116.03,2020-09-09
TRX0001787,ACC0001112,Deposit,24155.8,2024-03-05
TRX0001788,ACC0000195,Deposit,3039.83,2023-12-12
TRX0001789,ACC0002445,Transfer,43010.21,2018-10-03
